timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1705983007369,41,CommunicationService/listEmailTemplates,200, success,Integration Test 2-1,text,true,,4404,0,1,1,null,0,0,0
1705983007522,22,CommunicationService/CreateSMSTemplate,200, success,Integration Test 2-1,text,true,,125,0,1,1,null,0,0,0
1705983007747,25,CommunicationService/GetSMSTemplate,200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983007907,22,CommunicationService/GetSMSTemplate (Cache),200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983008062,23,CommunicationService/UpdateSMSTemplate,200, success,Integration Test 2-1,text,true,,131,0,1,1,null,0,0,0
1705983008212,24,CommunicationService/listSMSTemplates,200, success,Integration Test 2-1,text,true,,3619,0,1,1,null,0,0,0
1705983008363,25,CommunicationService/CreateNotificationEvent,200, success,Integration Test 2-1,text,true,,354,0,1,1,null,0,0,0
1705983008518,30,CommunicationService/GetNotificationEvent,200, success,Integration Test 2-1,text,true,,520,0,1,1,null,0,0,0
1705983008666,20,CommunicationService/GetNotificationEvent (Cache),200, success,Integration Test 2-1,text,true,,520,0,1,1,null,0,0,0
1705983008814,21,CommunicationService/UpdateNotificationEvent,200, success,Integration Test 2-1,text,true,,354,0,1,1,null,0,0,0
1705983008962,24,CommunicationService/listNotificationEvents,200, success,Integration Test 2-1,text,true,,5850,0,1,1,null,0,0,0
1705983009115,26,CommunicationService/SendNotification,200, success,Integration Test 2-1,text,true,,21,0,1,1,null,0,0,0
1705983009262,21,CommunicationService/DeleteEmailTemplate,200, success,Integration Test 2-1,text,true,,22,0,1,1,null,0,0,0
1705983009411,21,CommunicationService/DeleteNotificationEvent,200, success,Integration Test 2-1,text,true,,22,0,1,1,null,0,0,0
1705983009566,24,CommunicationService/DeleteSMSTemplate,200, success,Integration Test 2-1,text,true,,22,0,1,1,null,0,0,0
1705983009582,16,/communications/email [POST],200,OK,Integration Test 2-1,text,true,,686,595,1,1,https://localhost:8080/communications/email,16,0,0
1705983009588,6,/communications/email [GET],200,OK,Integration Test 2-1,text,true,,837,515,1,1,https://localhost:8080/communications/email/65af3c21759a5f7d73b02158,6,0,0
1705983009593,5,/communications/email [GET] (Cache),200,OK,Integration Test 2-1,text,true,,837,515,1,1,https://localhost:8080/communications/email/65af3c21759a5f7d73b02158,5,0,0
1705983009600,7,/communications/email [PUT],200,OK,Integration Test 2-1,text,true,,688,637,1,1,https://localhost:8080/communications/email,7,0,0
1705983009608,8,/communications/email/list [POST],200,OK,Integration Test 2-1,text,true,,4273,625,1,1,https://localhost:8080/communications/email/list,8,0,0
1705983009617,8,/communications/sms [POST],200,OK,Integration Test 2-1,text,true,,672,578,1,1,https://localhost:8080/communications/sms,8,0,0
1705983009624,7,/communications/sms [GET},200,OK,Integration Test 2-1,text,true,,823,513,1,1,https://localhost:8080/communications/sms/65af3c21759a5f7d73b02159,7,0,0
1705983009630,6,/communications/sms [GET} (Cache),200,OK,Integration Test 2-1,text,true,,823,513,1,1,https://localhost:8080/communications/sms/65af3c21759a5f7d73b02159,6,0,0
1705983009639,9,/communications/sms [PUT],200,OK,Integration Test 2-1,text,true,,676,622,1,1,https://localhost:8080/communications/sms,9,0,0
1705983009648,8,/communications/sms/list [POST],200,OK,Integration Test 2-1,text,true,,3585,623,1,1,https://localhost:8080/communications/sms/list,8,0,0
1705983009657,9,/communications/event [POST],200,OK,Integration Test 2-1,text,true,,867,704,1,1,https://localhost:8080/communications/event,9,0,0
1705983009663,5,/communications/event [GET],200,OK,Integration Test 2-1,text,true,,1017,515,1,1,https://localhost:8080/communications/event/65af3c21759a5f7d73b0215a,5,0,0
1705983009667,3,/communications/event [GET] (Cache),200,OK,Integration Test 2-1,text,true,,1017,515,1,1,https://localhost:8080/communications/event/65af3c21759a5f7d73b0215a,3,0,0
1705983009675,7,/communications/event [PUT]],200,OK,Integration Test 2-1,text,true,,867,740,1,1,https://localhost:8080/communications/event,6,0,0
1705983009683,8,/communications/event/list [POST],200,OK,Integration Test 2-1,text,true,,5387,625,1,1,https://localhost:8080/communications/event/list,8,0,0
1705983009697,13,/communications/notification [POST],200,OK,Integration Test 2-1,text,true,,579,724,1,1,https://localhost:8080/communications/notification,13,0,0
1705983009704,7,/communications/event [DELETE],200,OK,Integration Test 2-1,text,true,,580,537,1,1,https://localhost:8080/communications/event/65af3c21759a5f7d73b0215a,7,0,0
1705983009712,7,/communications/sms [DELETE},200,OK,Integration Test 2-1,text,true,,580,535,1,1,https://localhost:8080/communications/sms/65af3c21759a5f7d73b02159,6,0,0
1705983009718,6,/communications/email [DELETE],200,OK,Integration Test 2-1,text,true,,580,537,1,1,https://localhost:8080/communications/email/65af3c21759a5f7d73b02158,6,0,0
1705983009719,625,Communications Immediate,200,"Number of samples in transaction : 38, number of failing samples : 0",Integration Test 2-1,,true,,42832,11168,1,1,null,143,2561,0
1705983009886,20,CommunicationService/CreateEmailTemplate,200, success,Integration Test 2-1,text,true,,144,0,1,1,null,0,0,0
1705983010038,23,CommunicationService/GetEmailTemplate,200, success,Integration Test 2-1,text,true,,310,0,1,1,null,0,0,0
1705983010189,20,CommunicationService/GetEmailTemplate (Cache),200, success,Integration Test 2-1,text,true,,310,0,1,1,null,0,0,0
1705983010353,31,CommunicationService/UpdateEmailTemplate,200, success,Integration Test 2-1,text,true,,148,0,1,1,null,0,0,0
1705983010507,22,CommunicationService/listEmailTemplates,200, success,Integration Test 2-1,text,true,,4404,0,1,1,null,0,0,0
1705983010664,24,CommunicationService/CreateSMSTemplate,200, success,Integration Test 2-1,text,true,,125,0,1,1,null,0,0,0
1705983010815,20,CommunicationService/GetSMSTemplate,200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983010966,20,CommunicationService/GetSMSTemplate (Cache),200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983011117,21,CommunicationService/UpdateSMSTemplate,200, success,Integration Test 2-1,text,true,,131,0,1,1,null,0,0,0
1705983011270,24,CommunicationService/listSMSTemplates,200, success,Integration Test 2-1,text,true,,3619,0,1,1,null,0,0,0
1705983011426,24,CommunicationService/CreateNotificationEvent,200, success,Integration Test 2-1,text,true,,349,0,1,1,null,0,0,0
1705983011578,21,CommunicationService/GetNotificationEvent,200, success,Integration Test 2-1,text,true,,515,0,1,1,null,0,0,0
1705983011732,22,CommunicationService/GetNotificationEvent (Cache),200, success,Integration Test 2-1,text,true,,515,0,1,1,null,0,0,0
1705983011896,28,CommunicationService/UpdateNotificationEvent,200, success,Integration Test 2-1,text,true,,349,0,1,1,null,0,0,0
1705983012061,23,CommunicationService/listNotificationEvents,200, success,Integration Test 2-1,text,true,,5850,0,1,1,null,0,0,0
1705983012221,22,CommunicationService/SendNotification,200, success,Integration Test 2-1,text,true,,21,0,1,1,null,0,0,0
1705983012228,7,/communications/email [POST],200,OK,Integration Test 2-1,text,true,,687,595,1,1,https://localhost:8080/communications/email,7,0,0
1705983012234,5,/communications/email [GET],200,OK,Integration Test 2-1,text,true,,838,515,1,1,https://localhost:8080/communications/email/65af3c24759a5f7d73b02160,5,0,0
1705983012240,6,/communications/email [GET] (Cache),200,OK,Integration Test 2-1,text,true,,838,515,1,1,https://localhost:8080/communications/email/65af3c24759a5f7d73b02160,5,0,0
1705983012247,7,/communications/email [PUT],200,OK,Integration Test 2-1,text,true,,689,637,1,1,https://localhost:8080/communications/email,7,0,0
1705983012255,8,/communications/email/list [POST],200,OK,Integration Test 2-1,text,true,,4273,625,1,1,https://localhost:8080/communications/email/list,8,0,0
1705983012261,6,/communications/sms [POST],200,OK,Integration Test 2-1,text,true,,672,578,1,1,https://localhost:8080/communications/sms,6,0,0
1705983012267,6,/communications/sms [GET},200,OK,Integration Test 2-1,text,true,,823,513,1,1,https://localhost:8080/communications/sms/65af3c24759a5f7d73b02161,6,0,0
1705983012271,4,/communications/sms [GET} (Cache),200,OK,Integration Test 2-1,text,true,,823,513,1,1,https://localhost:8080/communications/sms/65af3c24759a5f7d73b02161,4,0,0
1705983012278,6,/communications/sms [PUT],200,OK,Integration Test 2-1,text,true,,676,622,1,1,https://localhost:8080/communications/sms,6,0,0
1705983012286,8,/communications/sms/list [POST],200,OK,Integration Test 2-1,text,true,,3585,623,1,1,https://localhost:8080/communications/sms/list,8,0,0
1705983012300,14,/communications/event [POST],200,OK,Integration Test 2-1,text,true,,862,699,1,1,https://localhost:8080/communications/event,9,0,0
1705983012306,6,/communications/event [GET],200,OK,Integration Test 2-1,text,true,,1012,515,1,1,https://localhost:8080/communications/event/65af3c24759a5f7d73b02162,6,0,0
1705983012310,4,/communications/event [GET] (Cache),200,OK,Integration Test 2-1,text,true,,1012,515,1,1,https://localhost:8080/communications/event/65af3c24759a5f7d73b02162,4,0,0
1705983012317,7,/communications/event [PUT]],200,OK,Integration Test 2-1,text,true,,862,735,1,1,https://localhost:8080/communications/event,7,0,0
1705983012325,8,/communications/event/list [POST],200,OK,Integration Test 2-1,text,true,,5387,625,1,1,https://localhost:8080/communications/event/list,8,0,0
1705983012333,8,/communications/notification [POST],200,OK,Integration Test 2-1,text,true,,579,724,1,1,https://localhost:8080/communications/notification,8,0,0
1705983012333,475,Communications High,200,"Number of samples in transaction : 32, number of failing samples : 0",Integration Test 2-1,,true,,40990,9549,1,1,null,104,2140,0
1705983012490,21,CommunicationService/CreateEmailTemplate,200, success,Integration Test 2-1,text,true,,144,0,1,1,null,0,0,0
1705983012645,23,CommunicationService/GetEmailTemplate,200, success,Integration Test 2-1,text,true,,310,0,1,1,null,0,0,0
1705983012796,19,CommunicationService/GetEmailTemplate (Cache),200, success,Integration Test 2-1,text,true,,310,0,1,1,null,0,0,0
1705983012954,24,CommunicationService/UpdateEmailTemplate,200, success,Integration Test 2-1,text,true,,148,0,1,1,null,0,0,0
1705983013116,23,CommunicationService/listEmailTemplates,200, success,Integration Test 2-1,text,true,,4404,0,1,1,null,0,0,0
1705983013283,21,CommunicationService/CreateSMSTemplate,200, success,Integration Test 2-1,text,true,,125,0,1,1,null,0,0,0
1705983013439,21,CommunicationService/GetSMSTemplate,200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983013598,20,CommunicationService/GetSMSTemplate (Cache),200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983013771,26,CommunicationService/UpdateSMSTemplate,200, success,Integration Test 2-1,text,true,,131,0,1,1,null,0,0,0
1705983013938,23,CommunicationService/listSMSTemplates,200, success,Integration Test 2-1,text,true,,3619,0,1,1,null,0,0,0
1705983014127,58,CommunicationService/CreateNotificationEvent,200, success,Integration Test 2-1,text,true,,351,0,1,1,null,0,0,0
1705983014275,19,CommunicationService/GetNotificationEvent,200, success,Integration Test 2-1,text,true,,517,0,1,1,null,0,0,0
1705983014430,24,CommunicationService/GetNotificationEvent (Cache),200, success,Integration Test 2-1,text,true,,517,0,1,1,null,0,0,0
1705983014592,24,CommunicationService/UpdateNotificationEvent,200, success,Integration Test 2-1,text,true,,351,0,1,1,null,0,0,0
1705983014754,24,CommunicationService/listNotificationEvents,200, success,Integration Test 2-1,text,true,,5850,0,1,1,null,0,0,0
1705983014917,28,CommunicationService/SendNotification,200, success,Integration Test 2-1,text,true,,21,0,1,1,null,0,0,0
1705983014926,9,/communications/email [POST],200,OK,Integration Test 2-1,text,true,,687,595,1,1,https://localhost:8080/communications/email,9,0,0
1705983014933,7,/communications/email [GET],200,OK,Integration Test 2-1,text,true,,838,515,1,1,https://localhost:8080/communications/email/65af3c26759a5f7d73b02168,7,0,0
1705983014938,5,/communications/email [GET] (Cache),200,OK,Integration Test 2-1,text,true,,838,515,1,1,https://localhost:8080/communications/email/65af3c26759a5f7d73b02168,5,0,0
1705983014946,8,/communications/email [PUT],200,OK,Integration Test 2-1,text,true,,689,637,1,1,https://localhost:8080/communications/email,8,0,0
1705983014954,8,/communications/email/list [POST],200,OK,Integration Test 2-1,text,true,,4273,625,1,1,https://localhost:8080/communications/email/list,8,0,0
1705983014963,9,/communications/sms [POST],200,OK,Integration Test 2-1,text,true,,672,578,1,1,https://localhost:8080/communications/sms,9,0,0
1705983014969,6,/communications/sms [GET},200,OK,Integration Test 2-1,text,true,,823,513,1,1,https://localhost:8080/communications/sms/65af3c26759a5f7d73b02169,6,0,0
1705983014974,5,/communications/sms [GET} (Cache),200,OK,Integration Test 2-1,text,true,,823,513,1,1,https://localhost:8080/communications/sms/65af3c26759a5f7d73b02169,5,0,0
1705983014980,6,/communications/sms [PUT],200,OK,Integration Test 2-1,text,true,,676,622,1,1,https://localhost:8080/communications/sms,6,0,0
1705983014990,9,/communications/sms/list [POST],200,OK,Integration Test 2-1,text,true,,3585,623,1,1,https://localhost:8080/communications/sms/list,8,0,0
1705983014998,8,/communications/event [POST],200,OK,Integration Test 2-1,text,true,,864,701,1,1,https://localhost:8080/communications/event,8,0,0
1705983015005,6,/communications/event [GET],200,OK,Integration Test 2-1,text,true,,1014,515,1,1,https://localhost:8080/communications/event/65af3c26759a5f7d73b0216a,6,0,0
1705983015009,4,/communications/event [GET] (Cache),200,OK,Integration Test 2-1,text,true,,1014,515,1,1,https://localhost:8080/communications/event/65af3c26759a5f7d73b0216a,4,0,0
1705983015017,8,/communications/event [PUT]],200,OK,Integration Test 2-1,text,true,,864,737,1,1,https://localhost:8080/communications/event,8,0,0
1705983015025,8,/communications/event/list [POST],200,OK,Integration Test 2-1,text,true,,5388,625,1,1,https://localhost:8080/communications/event/list,8,0,0
1705983015034,9,/communications/notification [POST],200,OK,Integration Test 2-1,text,true,,580,724,1,1,https://localhost:8080/communications/notification,9,0,0
1705983015034,513,Communications Medium,200,"Number of samples in transaction : 32, number of failing samples : 0",Integration Test 2-1,,true,,41008,9553,1,1,null,114,2188,0
1705983015199,20,CommunicationService/CreateEmailTemplate,200, success,Integration Test 2-1,text,true,,144,0,1,1,null,0,0,0
1705983015361,20,CommunicationService/GetEmailTemplate,200, success,Integration Test 2-1,text,true,,310,0,1,1,null,0,0,0
1705983015511,18,CommunicationService/GetEmailTemplate (Cache),200, success,Integration Test 2-1,text,true,,310,0,1,1,null,0,0,0
1705983015672,21,CommunicationService/UpdateEmailTemplate,200, success,Integration Test 2-1,text,true,,148,0,1,1,null,0,0,0
1705983015827,21,CommunicationService/listEmailTemplates,200, success,Integration Test 2-1,text,true,,4404,0,1,1,null,0,0,0
1705983015988,31,CommunicationService/CreateSMSTemplate,200, success,Integration Test 2-1,text,true,,125,0,1,1,null,0,0,0
1705983016140,22,CommunicationService/GetSMSTemplate,200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983016297,27,CommunicationService/GetSMSTemplate (Cache),200, success,Integration Test 2-1,text,true,,291,0,1,1,null,0,0,0
1705983016456,22,CommunicationService/UpdateSMSTemplate,200, success,Integration Test 2-1,text,true,,131,0,1,1,null,0,0,0
1705983016610,20,CommunicationService/listSMSTemplates,200, success,Integration Test 2-1,text,true,,3619,0,1,1,null,0,0,0
1705983016765,24,CommunicationService/CreateNotificationEvent,200, success,Integration Test 2-1,text,true,,348,0,1,1,null,0,0,0
1705983016921,22,CommunicationService/GetNotificationEvent,200, success,Integration Test 2-1,text,true,,514,0,1,1,null,0,0,0
1705983017074,18,CommunicationService/GetNotificationEvent (Cache),200, success,Integration Test 2-1,text,true,,514,0,1,1,null,0,0,0
1705983017230,25,CommunicationService/UpdateNotificationEvent,200, success,Integration Test 2-1,text,true,,348,0,1,1,null,0,0,0
1705983017383,23,CommunicationService/listNotificationEvents,200, success,Integration Test 2-1,text,true,,5850,0,1,1,null,0,0,0
1705983017536,22,CommunicationService/SendNotification,200, success,Integration Test 2-1,text,true,,21,0,1,1,null,0,0,0
1705983017543,7,/communications/email [POST],200,OK,Integration Test 2-1,text,true,,688,595,1,1,https://localhost:8080/communications/email,7,0,0
1705983017548,5,/communications/email [GET],200,OK,Integration Test 2-1,text,true,,839,515,1,1,https://localhost:8080/communications/email/65af3c29759a5f7d73b02170,4,0,0
1705983017551,3,/communications/email [GET] (Cache),200,OK,Integration Test 2-1,text,true,,839,515,1,1,https://localhost:8080/communications/email/65af3c29759a5f7d73b02170,3,0,0
1705983017558,6,/communications/email [PUT],200,OK,Integration Test 2-1,text,true,,690,637,1,1,https://localhost:8080/communications/email,6,0,0
1705983017565,7,/communications/email/list [POST],200,OK,Integration Test 2-1,text,true,,4274,625,1,1,https://localhost:8080/communications/email/list,7,0,0
1705983017571,6,/communications/sms [POST],200,OK,Integration Test 2-1,text,true,,673,578,1,1,https://localhost:8080/communications/sms,6,0,0
1705983017576,5,/communications/sms [GET},200,OK,Integration Test 2-1,text,true,,824,513,1,1,https://localhost:8080/communications/sms/65af3c29759a5f7d73b02171,5,0,0
1705983017580,4,/communications/sms [GET} (Cache),200,OK,Integration Test 2-1,text,true,,824,513,1,1,https://localhost:8080/communications/sms/65af3c29759a5f7d73b02171,4,0,0
1705983017586,6,/communications/sms [PUT],200,OK,Integration Test 2-1,text,true,,677,622,1,1,https://localhost:8080/communications/sms,6,0,0
1705983017593,7,/communications/sms/list [POST],200,OK,Integration Test 2-1,text,true,,3586,623,1,1,https://localhost:8080/communications/sms/list,7,0,0
1705983017602,8,/communications/event [POST],200,OK,Integration Test 2-1,text,true,,862,698,1,1,https://localhost:8080/communications/event,8,0,0
1705983017607,5,/communications/event [GET],200,OK,Integration Test 2-1,text,true,,1012,515,1,1,https://localhost:8080/communications/event/65af3c29759a5f7d73b02172,5,0,0
1705983017611,4,/communications/event [GET] (Cache),200,OK,Integration Test 2-1,text,true,,1012,515,1,1,https://localhost:8080/communications/event/65af3c29759a5f7d73b02172,4,0,0
1705983017618,6,/communications/event [PUT]],200,OK,Integration Test 2-1,text,true,,862,734,1,1,https://localhost:8080/communications/event,6,0,0
1705983017626,7,/communications/event/list [POST],200,OK,Integration Test 2-1,text,true,,5388,625,1,1,https://localhost:8080/communications/event/list,7,0,0
1705983017633,7,/communications/notification [POST],200,OK,Integration Test 2-1,text,true,,580,724,1,1,https://localhost:8080/communications/notification,7,0,0
1705983017638,5,/communications/event [DELETE],200,OK,Integration Test 2-1,text,true,,581,537,1,1,https://localhost:8080/communications/event/65af3c29759a5f7d73b02172,5,0,0
1705983017643,5,/communications/sms [DELETE},200,OK,Integration Test 2-1,text,true,,581,535,1,1,https://localhost:8080/communications/sms/65af3c29759a5f7d73b02171,5,0,0
1705983017648,4,/communications/email [DELETE],200,OK,Integration Test 2-1,text,true,,581,537,1,1,https://localhost:8080/communications/email/65af3c29759a5f7d73b02170,4,0,0
1705983017648,463,Communications Low,200,"Number of samples in transaction : 35, number of failing samples : 0",Integration Test 2-1,,true,,42741,11156,1,1,null,106,2151,0
1705983017809,23,Connected Test /  Add Manufacturer,200, success,Integration Test 2-1,text,true,,743,0,1,1,null,0,0,0
1705983017975,30,Connected Test /  Get Manufacturer,200, success,Integration Test 2-1,text,true,,909,0,1,1,null,0,0,0
1705983018123,22,Connected Test /  Update Manufacturer,200, success,Integration Test 2-1,text,true,,744,0,1,1,null,0,0,0
1705983018276,22,Connected Test /  Add Vendor,200, success,Integration Test 2-1,text,true,,417,0,1,1,null,0,0,0
1705983018429,21,Connected Test /  Get Vendor,200, success,Integration Test 2-1,text,true,,583,0,1,1,null,0,0,0
1705983018583,23,Connected Test /  Update Vendor,200, success,Integration Test 2-1,text,true,,716,0,1,1,null,0,0,0
1705983018737,23,Connected Test /  Add TestCase,200, success,Integration Test 2-1,text,true,,339,0,1,1,null,0,0,0
1705983018893,21,Connected Test /  Get TestCase,200, success,Integration Test 2-1,text,true,,505,0,1,1,null,0,0,0
1705983019055,22,Connected Test /  Add Device,200, success,Integration Test 2-1,text,true,,821,0,1,1,null,0,0,0
1705983019217,22,Connected Test /  Update TestCase,200, success,Integration Test 2-1,text,true,,364,0,1,1,null,0,0,0
1705983019388,23,Connected Test /  Update Device,200, success,Integration Test 2-1,text,true,,821,0,1,1,null,0,0,0
1705983019550,25,Connected Test /  Get Device,200, success,Integration Test 2-1,text,true,,987,0,1,1,null,0,0,0
1705983019560,10,/connected-test/manufacturer [POST],200,OK,Integration Test 2-1,text,true,,1148,860,1,1,https://localhost:8080/connected-test/manufacturer,10,0,0
1705983019567,7,/connected-test/manufacturer [GET],200,OK,Integration Test 2-1,text,true,,1299,522,1,1,https://localhost:8080/connected-test/manufacturer/65af3c2b96aff03b073c2978,7,0,0
1705983019575,8,/connected-test/manufacturer [PUT],200,OK,Integration Test 2-1,text,true,,1150,887,1,1,https://localhost:8080/connected-test/manufacturer,8,0,0
1705983019584,8,/connected-test/vendor [POST]],200,OK,Integration Test 2-1,text,true,,1119,855,1,1,https://localhost:8080/connected-test/vendor,8,0,0
1705983019591,6,/connected-test/vendor [GET],200,OK,Integration Test 2-1,text,true,,1269,516,1,1,https://localhost:8080/connected-test/vendor/65af3c2b96aff03b073c2979,6,0,0
1705983019599,8,/connected-test/vendor [PUT],200,OK,Integration Test 2-1,text,true,,1121,886,1,1,https://localhost:8080/connected-test/vendor,8,0,0
1705983019609,10,/connected-test/testcase [POST],200,OK,Integration Test 2-1,text,true,,844,655,1,1,https://localhost:8080/connected-test/testcase,10,0,0
1705983019616,7,/connected-test/testcase [GET],200,OK,Integration Test 2-1,text,true,,994,518,1,1,https://localhost:8080/connected-test/testcase/65af3c2b96aff03b073c297a,7,0,0
